,BrandClean,Recycled,Quantity,BottleType,Weight,Colour,Alcohol,SupplierCity,SupplierCountry,DestinationCity,DestinationCountry,Tonnage,Tonnage%PCR,Tonnage_PCR,SupLat,SupLong,DestLat,DestLong,ProductCode/SKU,Product name,Brand,Distance_km,EmissionFactor,Carbon_Impact_kgCO2,Carbon_Impact_tCO2,Brand_Carbon_Impact_t,Emission_Category
9454,Quartz Vodka,0.25,19404.0,75.0,940,FLINT,VODKA,Usobrno,CZECH REPUBLIC,COWANSVILLE,CANADA,18.23976,4.56715623,4.55994,46.1905027,14.6121971345297,45.2076125,-72.7479195,1503317,BT QUARTZ VODKA 750 QC ND22,QUARTZ VODKA,6414.156078399651,0.02,2339.85,2.34,2.34,Medium-Low
9455,Royal Stag,100.0,19396.0,37.5,280,Flint,Whisky,YAMUNANAGAR,INDIA,Karnal ,INDIA,5.43088,0.0,543.088,30.1231349,77.286329,29.6803266,76.9896254,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,56.941563379269034,0.15,46.39,0.05,8615.19,Very High
9456,Imperial Blue,100.0,19395.0,37.5,240,Flint,Whisky,GAUTAM BUDDHA NAGAR,INDIA,Kanpur,INDIA,4.6548,0.0,465.48,28.36871595,77.59701208101043,26.4609135,80.3217588,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,342.5244201240356,0.15,239.16,0.24,5136.66,Very High
9457,Royal Stag,100.0,19395.0,37.5,280,Flint,Whisky,GUWAHATI,INDIA,Meghalaya,INDIA,5.4306,0.0,543.0600000000001,26.1805978,91.753943,25.5379432,91.2999102,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,84.67848960057049,0.15,68.98,0.07,8615.19,Very High
9458,Royal Stag,100.0,19386.0,37.5,280,FLINT,WHISKY,DELHI,INDIA,Nalagarh,INDIA,5.42808,0.0,542.808,28.6138954,77.2090057,31.042466,76.7176443,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,274.17169148610554,0.15,223.23,0.22,8615.19,Very High
9459,Royal Stag,100.0,19372.0,75.0,485,Flint,Whisky,DELHI,INDIA,Karnal ,INDIA,9.39542,0.0,939.542,28.6138954,77.2090057,29.6803266,76.9896254,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,120.48031840598772,0.15,169.79,0.17,8615.19,Very High
9460,Royal Stag,0.57,19344.0,37.5,280,FLINT,WHISKY,FIROZABAD,INDIA,Chomu,INDIA,5.41632,3.0873024,3.0873023999999996,27.1527986,78.3991439,27.1726642,75.720359,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,265.0207244751439,0.15,215.32,0.22,8615.19,Very High
9461,Imperial Blue,100.0,19320.0,75.0,400,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,7.728,0.0,772.8,17.360589,78.4740613,17.360589,78.4740613,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9462,Imperial Blue,100.0,19260.0,37.5,240,Flint,Whisky,PANIPAT,INDIA,Behror,INDIA,4.6224,0.0,462.24,29.3912753,76.9771675,27.8900657,76.2858227,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,180.04445537899656,0.15,124.84,0.12,5136.66,Very High
9463,Royal Stag,100.0,19240.0,18.0,170,Flint,Whisky,NASHIK,INDIA,Nashik,INDIA,3.2708,0.0,327.08,20.0112475,73.7902364,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
9464,Blenders,0.16,19200.0,18.0,220,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,4.224,0.67584,0.67584,27.1527986,78.3991439,22.545643,88.31298178159038,BTBRNGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_180ml,BLENDERS PRIDE RESERVE COLLECTION,1123.2676406967214,0.05,237.23,0.24,436.98,High
9465,Imperial Blue,100.0,19200.0,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Bangalore,INDIA,2.784,0.0,278.4,17.360589,78.4740613,12.9767936,77.590082,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,496.5964138576476,0.15,207.38,0.21,5136.66,Very High
9466,Imperial Blue,0.55,19200.0,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Behror,INDIA,2.784,1.5312,1.5312,27.1527986,78.3991439,27.8900657,76.2858227,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,223.93887095541083,0.15,93.52,0.09,5136.66,Very High
9467,Royal Stag,0.55,19200.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Karnal ,INDIA,3.264,1.7952,1.7952,27.1527986,78.3991439,29.6803266,76.9896254,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,313.0238140061687,0.15,153.26,0.15,8615.19,Very High
9468,Royal Stag,0.415,19200.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Itanagar,INDIA,3.264,1.35456,1.3545599999999998,27.1527986,78.3991439,27.0979659,93.6237291,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1505.7822499920424,0.05,245.74,0.25,8615.19,Very High
9469,Royal Stag,0.415,19200.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Daurala,INDIA,9.312,3.86448,3.864479999999999,27.1527986,78.3991439,27.481205,77.0634698,BTRSQGEN12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,136.91602337214246,0.15,191.24,0.19,8615.19,Very High
9470,Royal Stag,0.415,19200.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Nashik,INDIA,9.312,3.86448,3.864479999999999,27.1527986,78.3991439,20.0112475,73.7902364,BTRSQGEN12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,922.3559685539659,0.15,1288.35,1.29,8615.19,Very High
9471,Royal Stag,0.57,19200.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,9.312,5.30784,5.307839999999999,27.1527986,78.3991439,30.5964,76.8433,BTRSQOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,411.7739228089957,0.15,575.17,0.58,8615.19,Very High
9472,Imperial Blue,100.0,19122.0,37.5,240,Flint,Whisky,GWALIOR,INDIA,Gwalior,INDIA,4.58928,0.0,458.92799999999994,26.2037247,78.1573628,26.2037247,78.1573628,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9473,Imperial Blue,0.55,19104.0,18.0,145,FLINT,WHISKY,FIROZABAD,INDIA,Meghalaya,INDIA,2.77008,1.523544,1.5235440000000002,27.1527986,78.3991439,25.5379432,91.2999102,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1297.3813147251615,0.05,179.69,0.18,5136.66,Very High
9474,Imperial Blue,0.57,19080.0,75.0,410,Flint,Whisky,FIROZABAD,INDIA,Daurala,INDIA,7.8228,4.458996,4.458996,27.1527986,78.3991439,27.481205,77.0634698,BTIBQGEN07,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,136.91602337214246,0.15,160.66,0.16,5136.66,Very High
9475,Royal Stag,100.0,19080.0,75.0,485,Flint,Whisky,DELHI,INDIA,Kanpur,INDIA,9.2538,0.0,925.38,28.6138954,77.2090057,26.4609135,80.3217588,BTRSQGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,389.20594925327987,0.15,540.25,0.54,8615.19,Very High
9476,Imperial Blue,100.0,19077.0,37.5,240,Flint,Whisky,MEERUT,INDIA,Karnal ,INDIA,4.57848,0.0,457.848,28.9963296,77.7061915,29.6803266,76.9896254,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,103.00050671327438,0.15,70.74,0.07,5136.66,Very High
9477,Blenders,0.15,19050.0,75.0,500,Flint,Whisky,BAHADURGARH,INDIA,Hoogly,INDIA,9.525,1.42875,1.42875,28.6933239,76.9332373,22.545643,88.31298178159038,BTBRQGEN03,PLAIN BOTTLES - BULK_BLENDERS PRIDE RESERVE COLLECTION_750ml,BLENDERS PRIDE RESERVE COLLECTION,1328.9783818539772,0.05,632.93,0.63,436.98,High
9478,Royal Stag,100.0,19050.0,37.5,280,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,5.334,0.0,533.4,17.360589,78.4740613,17.360589,78.4740613,BTRSPGEN28,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
9479,Blenders,0.415,19050.0,75.0,420,FLINT,WHISKY,FIROZABAD,INDIA,Karnal ,INDIA,8.001,3.320415,3.3204149999999997,27.1527986,78.3991439,29.6803266,76.9896254,BTBPQGEN12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,313.0238140061687,0.15,375.68,0.38,2580.63,Very High
9480,Imperial Blue,100.0,19024.0,37.5,240,Flint,Whisky,PANIPAT,INDIA,Derabassi,INDIA,4.56576,0.0,456.576,29.3912753,76.9771675,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,134.62241691842428,0.15,92.2,0.09,5136.66,Very High
9481,Imperial Blue,100.0,19020.0,18.0,145,Flint,Whisky,GUWAHATI,INDIA,Guwahati,INDIA,2.7579,0.0,275.78999999999996,26.1805978,91.753943,26.1805978,91.753943,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9482,Imperial Blue,100.0,18991.0,37.5,240,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,4.55784,0.0,455.784,17.360589,78.4740613,17.360589,78.4740613,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9483,Royal Stag,0.55,18960.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,9.1956,5.05758,5.057580000000001,27.1527986,78.3991439,30.5964,76.8433,BTRSQGEN12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,411.7739228089957,0.15,567.98,0.57,8615.19,Very High
9484,Royal Stag,0.15,18960.0,75.0,485,FLINT,WHISKY,BAHADURGARH,INDIA,Karnal ,INDIA,9.1956,1.37934,1.37934,28.6933239,76.9332373,29.6803266,76.9896254,BTRSQOSC12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,109.88611452825249,0.15,151.57,0.15,8615.19,Very High
9485,Imperial Blue,100.0,18902.0,37.5,240,Flint,Whisky,GAUTAM BUDDHA NAGAR,INDIA,Behror,INDIA,4.53648,0.0,453.648,28.36871595,77.59701208101043,27.8900657,76.2858227,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,139.15595041180904,0.15,94.69,0.09,5136.66,Very High
9486,Blenders,0.415,18870.0,75.0,420,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,7.9254,3.289041,3.2890409999999997,27.1527986,78.3991439,26.2037247,78.1573628,BTBPQGEN12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,108.23175854968028,0.15,128.67,0.13,2580.63,Very High
9487,Royal Stag,0.55,18864.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Guwahati,INDIA,3.20688,1.763784,1.763784,27.1527986,78.3991439,26.1805978,91.753943,BTRSNGEN12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1330.793921533599,0.05,213.38,0.21,8615.19,Very High
9488,Royal Stag,100.0,18855.0,37.5,280,Flint,Whisky,GUWAHATI,INDIA,Meghalaya,INDIA,5.2794,0.0,527.9399999999999,26.1805978,91.753943,25.5379432,91.2999102,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,84.67848960057049,0.15,67.06,0.07,8615.19,Very High
9489,Royal Stag,100.0,18848.0,37.5,280,Flint,Whisky,GWALIOR,INDIA,Gwalior,INDIA,5.27744,0.0,527.744,26.2037247,78.1573628,26.2037247,78.1573628,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
9490,Imperial Blue,100.0,18826.0,18.0,145,FLINT,WHISKY,GUWAHATI,INDIA,Meghalaya,INDIA,2.72977,0.0,272.977,26.1805978,91.753943,25.5379432,91.2999102,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,84.67848960057049,0.15,34.67,0.03,5136.66,Very High
9491,Imperial Blue,100.0,18787.0,75.0,410,Flint,Whisky,DELHI,INDIA,Derabassi,INDIA,7.70267,0.0,770.267,28.6138954,77.2090057,30.5964,76.8433,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,223.26116642463285,0.15,257.96,0.26,5136.66,Very High
9492,Royal Stag,100.0,18780.0,18.0,170,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,3.1926,0.0,319.26,17.360589,78.4740613,17.360589,78.4740613,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
9493,Imperial Blue,100.0,18769.0,75.0,410,Flint,Whisky,DELHI,INDIA,Karnal ,INDIA,7.69529,0.0,769.529,28.6138954,77.2090057,29.6803266,76.9896254,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,120.48031840598772,0.15,139.07,0.14,5136.66,Very High
9494,Royal Stag,100.0,18760.0,37.5,280,FLINT,WHISKY,AMBALA,INDIA,Behror,INDIA,5.2528,0.0,525.28,30.3843674,76.770421,27.8900657,76.2858227,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,281.31762810721744,0.15,221.66,0.22,8615.19,Very High
9495,Imperial Blue,100.0,18740.0,37.5,240,Flint,Whisky,GUWAHATI,INDIA,Meghalaya,INDIA,4.4976,0.0,449.7600000000001,26.1805978,91.753943,25.5379432,91.2999102,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,84.67848960057049,0.15,57.13,0.06,5136.66,Very High
9496,Ballantines,0.3,18720.0,200.0,1100,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,20.592,6.1776,6.177599999999999,56.1156137,-3.7922423,56.6456489,-5.4313062,0B327002,BOT 200 RO AMBER GLS LV,BALLANTINE'S FINEST,116.85623911560447,0.15,360.95,0.36,554.99,Very High
9497,Royal Stag,100.0,18716.0,18.0,170,Flint,Whisky,PANIPAT,INDIA,Karnal ,INDIA,3.18172,0.0,318.17199999999997,29.3912753,76.9771675,29.6803266,76.9896254,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,32.16362733893348,0.15,15.35,0.02,8615.19,Very High
9498,Royal Stag,0.35,18680.0,37.5,280,Flint,Whisky,KOLKATA,INDIA,Hoogly,INDIA,5.2304,1.83064,1.83064,22.5726459,88.3638953,22.545643,88.31298178159038,BTRSPGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_375ml,ROYAL STAG,6.029013054053441,0.15,4.73,0.0,8615.19,Very High
9499,Imperial Blue,100.0,18677.0,18.0,150,Flint,Whisky,MEERUT,INDIA,Karnal ,INDIA,2.80155,0.0,280.15500000000003,28.9963296,77.7061915,29.6803266,76.9896254,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,103.00050671327438,0.15,43.28,0.04,5136.66,Very High
9500,Imperial Blue,100.0,18675.0,9.0,90,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,1.68075,0.0,168.075,17.360589,78.4740613,17.360589,78.4740613,BTIBDGEN27,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9501,Imperial Blue,100.0,18673.0,37.5,240,Flint,Whisky,GAUTAMBUDD,INDIA,Karnal ,INDIA,4.48152,0.0,448.152,28.5333,77.3891,29.6803266,76.9896254,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,133.31718466368255,0.15,89.62,0.09,5136.66,Very High
9502,Royal Stag,100.0,18602.0,75.0,485,Flint,Whisky,AMBALA,INDIA,Derabassi,INDIA,9.02197,0.0,902.197,30.3843674,76.770421,30.5964,76.8433,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,24.58936070206829,0.15,33.28,0.03,8615.19,Very High
9503,Imperial Blue,0.3,18600.0,100.0,590,Flint,Whisky,FIROZABAD,INDIA,Nashik,INDIA,10.974,3.2922,3.2922,27.1527986,78.3991439,20.0112475,73.7902364,BTIBLGEN07,GLASS BOTTLE_IMPERIAL BLUE_1000ml,IMPERIAL BLUE,922.3559685539659,0.15,1518.29,1.52,5136.66,Very High
9504,Royal Stag,100.0,18600.0,37.5,280,Flint,Whisky,DELHI,INDIA,Nalagarh,INDIA,5.208,0.0,520.8000000000001,28.6138954,77.2090057,31.042466,76.7176443,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,274.17169148610554,0.15,214.18,0.21,8615.19,Very High
9505,Blenders,0.57,18600.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Chomu,INDIA,3.162,1.80234,1.80234,27.1527986,78.3991439,27.1726642,75.720359,BTBPNGEN12,GLASS BOTTLE_BLENDERS PRIDE_180ml,BLENDERS PRIDE,265.0207244751439,0.15,125.7,0.13,2580.63,Very High
9506,Imperial Blue,100.0,18596.0,37.5,240,FLINT,WHISKY,AMBALA,INDIA,Behror,INDIA,4.46304,0.0,446.304,30.3843674,76.770421,27.8900657,76.2858227,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,281.31762810721744,0.15,188.33,0.19,5136.66,Very High
9507,Imperial Blue,100.0,18550.0,37.5,240,Flint,Whisky,DELHI,INDIA,Derabassi,INDIA,4.452,0.0,445.2,28.6138954,77.2090057,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,223.26116642463285,0.15,149.09,0.15,5136.66,Very High
9508,Royal Stag,100.0,18550.0,18.0,170,Flint,Whisky,RANCHI,INDIA,Ranchi,INDIA,3.1535,0.0,315.35,23.3700501,85.3250387,23.3700501,85.3250387,BTRSNGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
9509,Royal Stag,100.0,18538.0,75.0,485,Flint,Whisky,BHOPAL,INDIA,Gwalior,INDIA,8.99093,0.0,899.0930000000001,23.2584857,77.401989,26.2037247,78.1573628,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,336.2609575938803,0.15,453.49,0.45,8615.19,Very High
9510,Imperial Blue,100.0,18534.0,37.5,240,FLINT,WHISKY,JAIPUR,INDIA,Chomu,INDIA,4.44816,0.0,444.816,26.9154576,75.8189817,27.1726642,75.720359,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,30.221894024437134,0.15,20.16,0.02,5136.66,Very High
9511,Imperial Blue,0.57,18528.0,18.0,145,FLINT,WHISKY,FIROZABAD,INDIA,Gwalior,INDIA,2.68656,1.5313392,1.5313392,27.1527986,78.3991439,26.2037247,78.1573628,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,108.23175854968028,0.15,43.62,0.04,5136.66,Very High
9512,Imperial Blue,100.0,18520.0,37.5,240,FLINT,WHISKY,GUWAHATI,INDIA,Meghalaya,INDIA,4.4448,0.0,444.48,26.1805978,91.753943,25.5379432,91.2999102,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,84.67848960057049,0.15,56.46,0.06,5136.66,Very High
9513,Blenders,0.55,18516.0,100.0,590,Flint,Whisky,FIROZABAD,INDIA,Hyderabad,INDIA,10.92444,6.008442,6.0084420000000005,27.1527986,78.3991439,17.360589,78.4740613,BTBPLGEN12,GLASS BOTTLE_BLENDERS PRIDE_1000ml,BLENDERS PRIDE,1088.8712232559678,0.05,594.77,0.59,2580.63,Very High
9514,100 Pipers,0.3,18480.0,18.0,190,Flint,Whisky,FIROZABAD,INDIA,Daurala,INDIA,3.5112,1.05336,1.05336,27.1527986,78.3991439,27.481205,77.0634698,BTHPNGEN06,GLASS BOTTLE_100 PIPERS_180ml,100 PIPERS,136.91602337214246,0.15,72.11,0.07,394.82,High
9515,Royal Stag,100.0,18480.0,18.0,170,Flint,Whisky,BHUBANESWAR,INDIA,Bhubneshwar,INDIA,3.1416,0.0,314.15999999999997,20.2602964,85.8394521,20.9603876,82.719444,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,333.917381121452,0.15,157.36,0.16,8615.19,Very High
9516,Imperial Blue,100.0,18410.0,9.0,90,Flint,Whisky,NASHIK,INDIA,Nashik,INDIA,1.6569,0.0,165.69,20.0112475,73.7902364,20.0112475,73.7902364,BTIBDGEN27,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9517,Imperial Blue,0.35,18400.0,37.5,240,Flint,Whisky,KOLKATA,INDIA,Guwahati,INDIA,4.416,1.5456,1.5456,22.5726459,88.3638953,26.1805978,91.753943,BTIBPGEN07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,527.9881018853611,0.15,349.74,0.35,5136.66,Very High
9518,Imperial Blue,100.0,18395.0,37.5,240,Flint,Whisky,AMBALA,INDIA,Derabassi,INDIA,4.4148,0.0,441.48,30.3843674,76.770421,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,24.58936070206829,0.15,16.28,0.02,5136.66,Very High
9519,Various,0.52,18360.0,75.0,417,FLINT,WINE,ADELAIDE,AUSTRALIA,Rowland Flat,AUSTRALIA,7.65612,3.9811824,3.9811824,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL336102,750ML FL BVS BURGUNDY 31555,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,57.18,0.06,242.76999999999998,High
9520,Imperial Blue,100.0,18356.0,37.5,240,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,4.40544,0.0,440.544,17.360589,78.4740613,17.360589,78.4740613,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9521,Ballantines,0.3,18304.0,70.0,515,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,9.42656,2.827968,2.827968,56.1156137,-3.7922423,56.6456489,-5.4313062,0VV90000,B23 BOT 70 40 PRINTED GLS EX,BALLANTINE'S 23YO,116.85623911560447,0.15,165.23,0.17,1.01,Low
9522,Macieira,0.13,18304.0,70.0,400,FLINT,LIQUOR,VENDA NOVA,PORTUGAL,PADRON,SPAIN,7.3216,0.951808,0.951808,38.6773855,-8.4552427,42.7390228,-8.6602504,28634,BT CREMA MACIEIRA USA 70CL 23,MACIEIRA CREAM LICOR,451.9634771320666,0.15,496.36,0.5,2.56,Medium-Low
9523,Imperial Blue,100.0,18285.0,18.0,150,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,2.74275,0.0,274.275,17.360589,78.4740613,17.360589,78.4740613,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9524,Imperial Blue,100.0,18267.0,75.0,410,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,7.48947,0.0,748.947,17.360589,78.4740613,17.360589,78.4740613,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9525,Royal Stag,100.0,18262.0,37.5,280,Flint,Whisky,MEERUT,INDIA,Karnal ,INDIA,5.11336,0.0,511.336,28.9963296,77.7061915,29.6803266,76.9896254,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,103.00050671327438,0.15,79.0,0.08,8615.19,Very High
9526,Imperial Blue,0.55,18240.0,75.0,410,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,7.4784,4.11312,4.11312,27.1527986,78.3991439,22.545643,88.31298178159038,BTIBQGEN07,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,1123.2676406967214,0.05,420.01,0.42,5136.66,Very High
9527,Blenders,0.189,18240.0,75.0,500,FLINT,WHISKY,BEHROR,INDIA,Guwahati,INDIA,9.12,1.72368,1.72368,27.8900657,76.2858227,26.1805978,91.753943,BTBRQGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_750ml,BLENDERS PRIDE RESERVE COLLECTION,1542.7157082631038,0.05,703.48,0.7,436.98,High
9528,Royal Stag,100.0,18216.0,75.0,485,Flint,Whisky,ULLHASNAG,INDIA,Gwalior,INDIA,8.83476,0.0,883.4759999999999,19.2236329,73.1671515,26.2037247,78.1573628,BTRSQGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,929.4533893005054,0.15,1231.72,1.23,8615.19,Very High
9529,Oaken Glow,0.55,18210.0,37.5,275,Flint,Whisky,FIROZABAD,INDIA,Chomu,INDIA,5.00775,2.7542625,2.7542625000000003,27.1527986,78.3991439,27.1726642,75.720359,BTOGPGEN03,GLASS BOTTLE_OAKEN GLOW_375ml,OAKEN GLOW,265.0207244751439,0.15,199.07,0.2,159.46,High
9530,Imperial Blue,100.0,18208.0,37.5,240,Flint,Whisky,GWALIOR,INDIA,Gwalior,INDIA,4.36992,0.0,436.992,26.2037247,78.1573628,26.2037247,78.1573628,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
9531,100 Pipers,0.3,18200.0,37.5,300,Flint,Whisky,FIROZABAD,INDIA,Daurala,INDIA,5.46,1.638,1.638,27.1527986,78.3991439,27.481205,77.0634698,BTHPPGEN06,GLASS BOTTLE_100 PIPERS_375ml,100 PIPERS,136.91602337214246,0.15,112.13,0.11,394.82,High
9532,Royal Stag,0.527,18192.0,75.0,485,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,8.82312,4.6468432,4.64978424,21.2094892,72.8317058,20.0112475,73.7902364,BTRSQOSE12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,166.44629632295297,0.15,220.29,0.22,8615.19,Very High
