,BrandClean,Recycled,Quantity,BottleType,Weight,Colour,Alcohol,SupplierCity,SupplierCountry,DestinationCity,DestinationCountry,Tonnage,Tonnage%PCR,Tonnage_PCR,SupLat,SupLong,DestLat,DestLong,ProductCode/SKU,Product name,Brand,Distance_km,EmissionFactor,Carbon_Impact_kgCO2,Carbon_Impact_tCO2,Brand_Carbon_Impact_t,Emission_Category
0,Various,0.25,483491.25,5.0,55,FLINT,VODKA,KÖFLACH,AUSTRIA,ÅHUS,SWEDEN,1671.12264,417.78066,417.78066,47.0644882,15.0850032,55.9235165,14.2955222,80741,GLAS ODEK 50 NY,VARIOUS TAC,986.5767138878089,0.15,247303.6,247.3,247.3,High
1,Absolut,0.41,483491.25,70.0,505,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,13360.22748,5477.693267,5477.6932668,57.5373883,13.3565985,55.9235165,14.2955222,504010,GLAS AVO 700,ABSOLUT VODKA,188.36758040632952,0.15,377495.06,377.5,1602.0,Very High
2,Jameson,0.6,483491.25,70.0,470,GREEN,WHISKY,DERRYLIN,NORTHERN IRELAND,DUBLIN,IRELAND,12430.278,7458.1668,7458.1668,54.1950641,-7.5700848,53.3493795,-6.2605593,20013786,BB JAM 700ML - PLP,JAMESON,127.46520289566826,0.15,237664.19,237.66,1315.19,Very High
3,Jameson,0.6,483491.25,100.0,520,GREEN,WHISKY,DERRYLIN,NORTHERN IRELAND,DUBLIN,IRELAND,12403.729,7442.2374,7442.237399999999,54.1950641,-7.5700848,53.3493795,-6.2605593,20015620,BB JAM 1000ML LW,JAMESON,127.46520289566826,0.15,237156.58,237.16,1315.19,Very High
4,Jameson,0.6,483491.25,75.0,515,GREEN,WHISKY,DERRYLIN,NORTHERN IRELAND,DUBLIN,IRELAND,9399.85004,5639.910024,5639.910024,54.1950641,-7.5700848,53.3493795,-6.2605593,20013787,BB JAM 750ML - PLP,JAMESON,127.46520289566826,0.15,179723.07,179.72,1315.19,Very High
5,Various,0.6,483491.25,75.0,360,GREEN,WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,5301.2736,3180.76416,3180.76416,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL10673,750ML FG SC BURG LW 30571,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,39594.83,39.59,242.76999999999998,High
6,Absolut,0.41,483491.25,100.0,655,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,9115.35335,3737.294874,3737.294873499999,57.5373883,13.3565985,55.9235165,14.2955222,506010,GLAS AVO 1000,ABSOLUT VODKA,188.36758040632952,0.15,257555.56,257.56,1602.0,Very High
7,Various,0.61,483491.25,75.0,376,DEAD LEAF,WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,4994.021472,3046.353098,3046.35309792,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL62654,750ML AG SC CLARET 370GM 30570,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,37299.98,37.3,242.76999999999998,High
8,Ballantines,0.4,483491.25,70.0,410,AMBER,WHISKY,KNOTTINGLEY,ENGLAND,KILMALID,SCOTLAND,5321.472,2128.5888,2128.5888,53.7092062,-1.238314,56.6456489,-5.4313062,0B390066,BOT 70 NR RO AMB GLS LV,BALLANTINE'S FINEST,421.1465267881005,0.15,336167.92,336.17,554.99,Very High
9,Beefater,0.06,483491.25,70.0,500,FLINT,GIN,IRVINE,SCOTLAND,KILMALID,SCOTLAND,5101.824,306.10944,306.10943999999995,55.6143121,-4.6655591,56.6456489,-5.4313062,0FA90100,BE BOT 70 NR RO WHITE GLS LV,BEEFEATER GIN,124.10765421886914,0.15,94976.31,94.98,343.68,High
10,Jameson,0.68,483491.25,5.0,75,GREEN,WHISKY,BERNSDORF,GERMANY,FORT SMITH,USA,763.0875,518.8995,518.8995,51.3710839,14.0694111,35.3083112,-94.32888672060204,BTL200019,BT 57F3 JAMESON 50 GRN 19,JAMESON USA,8128.1785507069335,0.02,124050.23,124.05,139.93,High
11,Ron Montilla,0.13,483491.25,100.0,480,FLINT,RUM,SAO PAULO,BRAZIL,RESENDE,BRAZIL,4790.29344,622.7381472,622.7381472000001,-23.5506507,-46.6333824,-22.4683626,-44.4463494,62047,GARRAFA MONTILLA FLINT,MONTILLA,254.13301169773476,0.15,182605.75,182.61,189.98000000000002,High
12,Jameson,0.59,483491.25,75.0,515,GREEN,WHISKY,IRVINE,SCOTLAND,DUBLIN,IRELAND,5058.72346,2984.646841,2984.6468414,55.6143121,-4.6655591,53.3493795,-6.2605593,20013787,BB JAM 750ML - PLP,JAMESON,272.09289122746435,0.15,206466.4,206.47,1315.19,Very High
13,Ballantines,0.3,483491.25,70.0,410,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,3970.2104,1191.06312,1191.06312,56.1156137,-3.7922423,56.6456489,-5.4313062,0B390067,BOT 70 NR RO AMB GLS PLP EX,BALLANTINE'S FINEST CASED,116.85623911560447,0.15,69591.58,69.59,1073.48,Very High
14,Ballantines,0.3,483491.25,100.0,595,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,5705.98336,1711.795008,1711.795008,56.1156137,-3.7922423,56.6456489,-5.4313062,0B360019,B3 BOT 1L NR RO AMB GLS PLP EX,BALLANTINE'S FINEST CASED,116.85623911560447,0.15,100016.96,100.02,1073.48,Very High
15,Various,0.0,483491.25,5.0,55,Extra Flint,VARIOUS,KNOTTINGLEY,ENGLAND,KILMALID,SCOTLAND,522.768125,0.0,0.0,53.7092062,-1.238314,56.6456489,-5.4313062,09Z30000,COMM BOT 5 RO GLS LV,VARIOUS CBL,421.1465267881005,0.15,33024.3,33.02,52.440000000000005,Medium-High
16,Various,0.52,483491.25,75.0,376,HALF FLINT,WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,3525.412096,1833.21429,1833.21428992,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL20830,750ML AB SC CLARET 370GM 30570,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,26331.05,26.33,242.76999999999998,High
17,Absolut,0.41,483491.25,20.0,200,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,1868.944,766.26704,766.26704,57.5373883,13.3565985,55.9235165,14.2955222,500010,GLAS AVO 200,ABSOLUT VODKA,188.36758040632952,0.15,52807.27,52.81,1602.0,Very High
18,Ararat,0.142,483491.25,50.0,360,FLINT,BRANDY,Gus-Khrustalny,RUSSIA,YEREVAN,ARMENIA,3101.09184,440.6140132,440.35504128,55.6149968,40.6708665,40.1777112,44.5126233,141600,BOTTLE 50CL S NR20,ARARAT,1739.6041557833134,0.05,269733.61,269.73,674.28,Very High
19,Jameson,0.59,483491.25,70.0,470,GREEN,WHISKY,IRVINE,SCOTLAND,DUBLIN,IRELAND,3985.929,2351.69811,2351.69811,55.6143121,-4.6655591,53.3493795,-6.2605593,20013786,BB JAM 700ML - PLP,JAMESON,272.09289122746435,0.15,162681.44,162.68,1315.19,Very High
20,Seagrams,0.0,483491.25,75.0,454,FLINT,GIN,"STREATOR, IL",USA,"WINDSOR, ONTARIO",CANADA,3804.104136,0.0,0.0,41.1210234,-88.8357361,42.3167397,-83.0373389,1503333,BC SEAG GIN 750X12 US WLK,SEAGRAMS GIN,499.16771387058384,0.15,284832.89,284.83,294.87,High
21,Lillet,0.15,483491.25,20.0,145,FLINT,VARIOUS,SEVILLA,SPAIN,BRESSUIRE,FRANCE,1190.6037,178.590555,178.59055499999997,37.3886303,-5.9953403,46.8425572,-0.4929017,3TTM245868,BOUT LONG NECK BLANC 20CL,LILLET_BLANC,1144.2834136448546,0.05,68119.4,68.12,235.92000000000002,High
22,Havana Club,0.13,483491.25,70.0,450,FLINT,RUM,VENDA NOVA,PORTUGAL,MANZANARES,SPAIN,3567.8043,463.814559,463.814559,38.6773855,-8.4552427,38.9962242,-3.3722143,21766,"BT HC 70 CL 31,5X44 LW 04-22",HAVANA 3 YO / ESPECIAL,441.62655479824207,0.15,236345.57,236.35,475.09,Very High
23,Absolut,0.41,483491.25,70.0,505,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,3931.53408,1611.928973,1611.9289728,57.5373883,13.3565985,55.9235165,14.2955222,504012,GLAS AVO 700 NRC,ABSOLUT VODKA,188.36758040632952,0.15,111086.03,111.09,1602.0,Very High
24,Ballantines,0.3,483491.25,100.0,595,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,4397.14044,1319.142132,1319.142132,56.1156137,-3.7922423,56.6456489,-5.4313062,0B360018,B3 BOT 1L NR RO AMB GLS LV,BALLANTINE'S FINEST CASED,116.85623911560447,0.15,77074.99,77.07,1073.48,Very High
25,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1236.0768,651.000448,651.4124736,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,30861.06,30.86,8615.19,Very High
26,Absolut,0.41,483491.25,100.0,655,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,4759.76186,1951.502363,1951.5023625999995,57.5373883,13.3565985,55.9235165,14.2955222,506012,GLAS AVO 1000 NRC,ABSOLUT VODKA,188.36758040632952,0.15,134487.72,134.49,1602.0,Very High
27,Beefater,0.19,483491.25,100.0,650,FLINT,GIN,ALLOA,SCOTLAND,KILMALID,SCOTLAND,4701.06,893.2014,893.2014,56.1156137,-3.7922423,56.6456489,-5.4313062,0FA60020,BE BOT 100 NR RO WHITE GLS LV,BEEFEATER GIN,116.85623911560447,0.15,82402.23,82.4,343.68,High
28,Imperial Blue,0.527,483491.25,18.0,145,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1006.4856,530.082416,530.4179112,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,25128.87,25.13,5136.66,Very High
29,Wyborowa,0.16,483491.25,50.0,360,FLINT,VODKA,Sieraków,POLAND,ZIELONA GÓRA,POLAND,2488.563,398.17008,398.17008,52.6513857,16.0808137,51.9383777,15.5050408,6BUWW03XX015,BUTELKA WYBOROWA 500ML 1927,WYBOROWA,88.4243479252976,0.15,33007.43,33.01,172.49,High
30,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1169.0832,615.717152,616.1068464,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,29188.44,29.19,8615.19,Very High
31,Beefater,0.03,483491.25,70.0,500,FLINT,GIN,GALLO VIDRO,PORTUGAL,MANZANARES,SPAIN,3427.312,102.81936,102.81936,39.7545163,-8.93026086127902,38.9962242,-3.3722143,19302,BT BEEFEATER BL 70 CL 30X44,BEEFEATER STANDARD,485.0376140865461,0.15,249356.29,249.36,263.56,High
32,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1157.6592,609.700512,610.0863984,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,28903.21,28.9,8615.19,Very High
33,Ramazzotti,0.51,483491.25,70.0,500,HALF FLINT,BITTER,ORIGGIO,ITALY,CANELLI,ITALY,3402.266,1735.15566,1735.15566,45.5976933,9.0180613,44.7192779,8.2871375,20001,VETRO AMARO CL70,RAMAZZOTTI,113.24633311584473,0.15,57794.12,57.79,65.67999999999999,High
34,Ballantines,0.51,483491.25,70.0,410,AMBER,WHISKY,ELTON,ENGLAND,KILMALID,SCOTLAND,2778.4224,1416.995424,1416.995424,53.2707661,-2.812177749329712,56.6456489,-5.4313062,0B390067,BOT 70 NR RO AMB GLS PLP EX,BALLANTINE'S FINEST CASED,410.76625100524734,0.15,171192.32,171.19,1073.48,Very High
35,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1093.79088,576.0631968,576.42779376,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,27308.62,27.31,8615.19,Very High
36,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,1091.26128,574.7309408,575.09469456,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,27245.46,27.25,8615.19,Very High
37,Absolut,0.41,483491.25,50.0,390,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,2503.1916,1026.308556,1026.308556,57.5373883,13.3565985,55.9235165,14.2955222,503010,GLAS AVO 500,ABSOLUT VODKA,188.36758040632952,0.15,70728.02,70.73,1602.0,Very High
38,Royal Stag,0.35,483491.25,18.0,170,FLINT,WHISKY,VADODARA,INDIA,Nashik,INDIA,1090.8288,381.79008,381.79008,22.2973142,73.1942567,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,261.6030434398766,0.15,42804.62,42.8,8615.19,Very High
39,Various,0.78,483491.25,75.0,370,CANELA,WINE,BURGOS,SPAIN,LOGROÑO,SPAIN,2360.85752,1841.468866,1841.4688656,42.343926,-3.696977,42.4661196,-2.4396676,025H,BOT BORD OPT 75COR CA REB-025H,VARIOUS PRW SPAIN,104.12186677061985,0.15,36872.53,36.87,358.1,High
40,Ricard,0.79,483491.25,100.0,610,DEAD LEAF,ANISEED,LABEGUDE,FRANCE,VENDEVILLE,FRANCE,3872.68992,3059.425037,3059.4250368,44.6497262,4.3673255,50.5755689,3.077508,320000,BOUT RICARD FP 100CL,RICARD_ORIGINAL,665.9504020486743,0.15,386852.91,386.85,908.86,Very High
41,Royal Stag,0.527,483491.25,18.0,170,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,1066.44672,561.6619392,562.01742144,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,26625.92,26.63,8615.19,Very High
42,Various,0.78,483491.25,75.0,370,CANELA,WINE,BURGOS,SPAIN,LOGROÑO,SPAIN,2301.97128,1795.537598,1795.5375984000002,42.343926,-3.696977,42.4661196,-2.4396676,025H,BOTBORDOPTIMA 75 COR CA REBAJE,VARIOUS PRW SPAIN,104.12186677061985,0.15,35952.83,35.95,358.1,High
43,Malibu,0.13,483491.25,70.0,455,FLINT,LIQUOR,VENDA NOVA,PORTUGAL,MANZANARES,SPAIN,2786.69664,362.2705632,362.2705632,38.6773855,-8.4552427,38.9962242,-3.3722143,5730,BOT MALIBU 70CL PILFER 1/13,MALIBU ORIGINAL,441.62655479824207,0.15,184601.89,184.6,563.71,Very High
44,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,883.19616,261.4260634,261.42606336,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
45,Jameson,0.6,483491.25,37.5,315,GREEN,WHISKY,DERRYLIN,NORTHERN IRELAND,DUBLIN,IRELAND,1844.91342,1106.948052,1106.948052,54.1950641,-7.5700848,53.3493795,-6.2605593,20013783,BB JAM 375ML RD - PLP,JAMESON,127.46520289566826,0.15,35274.34,35.27,1315.19,Very High
46,Malibu,0.22,483491.25,75.0,439,FLINT,RUM,BRAMPTON,CANADA,"WINDSOR, ONTARIO",CANADA,2557.621024,562.6766253,562.67662528,43.685832,-79.7599366,42.3167397,-83.0373389,851585,BT MALI 750 CMN,Malibu Rum Coconut,306.90163870454427,0.15,117740.71,117.74,278.19,High
47,Havana Club,0.21,483491.25,70.0,450,FLINT,RUM,SEVILLA,SPAIN,MANZANARES,SPAIN,2608.9722,547.884162,547.8841620000001,37.3886303,-5.9953403,38.9962242,-3.3722143,21766,"BT HC 70 CL 31,5X44 LW 04-22",HAVANA 3 YO / ESPECIAL,290.675073800912,0.15,113754.48,113.75,475.09,Very High
48,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,836.67552,247.6559539,247.65595392,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
49,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,835.0608,247.1779968,247.1779968,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
50,Ballantines,0.51,483491.25,75.0,430,AMBER,WHISKY,ELTON,ENGLAND,KILMALID,SCOTLAND,2414.4328,1231.360728,1231.360728,53.2707661,-2.812177749329712,56.6456489,-5.4313062,0B380023,BOT 75 NR RO AMB GLS LV,BALLANTINE'S FINEST CASED,410.76625100524734,0.15,148765.13,148.77,1073.48,Very High
51,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,813.77016,240.8759674,240.87596736,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
52,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,950.3136,500.498496,500.8152672,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,23726.43,23.73,8615.19,Very High
53,Chivas Regal,0.06,483491.25,70.0,500,FLINT,WHISKY,IRVINE,SCOTLAND,KILMALID,SCOTLAND,2782.56,166.9536,166.9536,55.6143121,-4.6655591,56.6456489,-5.4313062,0CR90013,CH BOT 70 ES GLS PLP RW LV,CHIVAS REGAL 12 YO,124.10765421886914,0.15,51800.55,51.8,808.9399999999999,Very High
54,JP Wisers,0.22,483491.25,75.0,538,FLINT,WHISKY,BRAMPTON,CANADA,"WINDSOR, ONTARIO",CANADA,2968.121856,652.9868083,652.98680832,43.685832,-79.7599366,42.3167397,-83.0373389,1505260,BC JPW DLX 750X12 CMN ND23,JP WISERS DELUXE,306.90163870454427,0.15,136638.22,136.64,372.67,High
55,Absolut,0.41,483491.25,35.0,308,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,1686.4848,691.458768,691.458768,57.5373883,13.3565985,55.9235165,14.2955222,501010,GLAS AVO 350,ABSOLUT VODKA,188.36758040632952,0.15,47651.86,47.65,1602.0,Very High
56,Imperial Blue,0.527,483491.25,9.0,90,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,491.778,259.00308,259.167006,21.2094892,72.8317058,20.0112475,73.7902364,BTIBDGEN07,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,166.44629632295297,0.15,12278.19,12.28,5136.66,Very High
57,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,926.8944,488.164384,488.47334880000005,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,23141.72,23.14,8615.19,Very High
58,Absolut,0.41,483491.25,75.0,532,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,2884.252896,1182.543687,1182.54368736,57.5373883,13.3565985,55.9235165,14.2955222,505010,GLAS AVO 750,ABSOLUT VODKA,188.36758040632952,0.15,81494.96,81.49,1602.0,Very High
59,Various,0.15,483491.25,75.0,581,FLINT,LIQUOR,MONTREAL,CANADA,"WINDSOR, ONTARIO",CANADA,3121.071576,468.1607364,468.1607364,45.5031824,-73.5698065,42.3167397,-83.0373389,873733,BC MC/MD 750X12 CAN CMN,MCGUINESS LIQUER VARIOUS,836.3977773807474,0.15,391568.6,391.57,466.38,Very High
60,Various,0.15,483491.25,20.0,145,FLINT,VARIOUS,SEVILLA,SPAIN,BRESSUIRE,FRANCE,759.52305,113.9284575,113.9284575,37.3886303,-5.9953403,46.8425572,-0.4929017,3TTM245868,BOUT LONG NECK BLANC 20CL,VARIOUS PR FR,1144.2834136448546,0.05,43455.48,43.46,63.7,High
61,Imperial Blue,0.527,483491.25,9.0,80,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,418.7904,220.562944,220.7025408,21.2094892,72.8317058,20.0112475,73.7902364,BTIBDGEN08,GLASS BOTTLE_IMPERIAL BLUE_90ml,IMPERIAL BLUE,166.44629632295297,0.15,10455.92,10.46,5136.66,Very High
62,Passport Scotch,0.38,483491.25,100.0,575,GREEN,WHISKY,RECIFE,BRAZIL,RESENDE,BRAZIL,2957.6183,1123.894954,1123.894954,-8.0584933,-34.8848193,-22.4683626,-44.4463494,68808,GRF PASSPORT 2019 LIGHTWEIGHT,PASSPORT,1900.6444819950466,0.05,281069.05,281.07,352.9,High
63,Malibu,0.21,483491.25,70.0,455,FLINT,LIQUOR,SEVILLA,SPAIN,MANZANARES,SPAIN,2335.98092,490.5559932,490.5559932,37.3886303,-5.9953403,38.9962242,-3.3722143,5730,BOT MALIBU 70CL PILFER 1/13,MALIBU ORIGINAL,290.675073800912,0.15,101851.71,101.85,563.71,Very High
64,Royal Stag,0.527,483491.25,18.0,170,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,869.9376,458.167136,458.4571152,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,21719.68,21.72,8615.19,Very High
65,Imperial Blue,0.527,483491.25,18.0,145,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,736.77168,388.0330848,388.27867536,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,18394.94,18.39,5136.66,Very High
66,Imperial Blue,0.527,483491.25,18.0,145,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,730.3128,384.631408,384.8748456,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,18233.68,18.23,5136.66,Very High
67,Jameson,0.6,483491.25,175.0,870,GREEN,WHISKY,DERRYLIN,NORTHERN IRELAND,DUBLIN,IRELAND,4359.26376,2615.558256,2615.558256,54.1950641,-7.5700848,53.3493795,-6.2605593,20013789,BB JAM 1750ML,JAMESON,127.46520289566826,0.15,83348.17,83.35,1315.19,Very High
68,Absolut,0.41,483491.25,50.0,390,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,1941.1002,795.851082,795.851082,57.5373883,13.3565985,55.9235165,14.2955222,502010,GLAS AVO 375,ABSOLUT VODKA,188.36758040632952,0.15,54846.05,54.85,1602.0,Very High
69,Royal Stag,0.527,483491.25,18.0,170,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,844.8048,444.930528,445.2121296,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,21092.19,21.09,8615.19,Very High
70,Imperial Blue,0.296,483491.25,9.0,80,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,396.08,117.23968,117.23968,17.360589,78.4740613,17.360589,78.4740613,BTIBDGEN07,PLAIN BOTTLES - BULK_IMPERIAL BLUE_90ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
71,Royal Stag,0.35,483491.25,9.0,95,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,468.29965,163.9048775,163.9048775,22.2973142,73.1942567,20.0112475,73.7902364,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,261.6030434398766,0.15,18376.29,18.38,8615.19,Very High
72,Absolut,0.41,483491.25,75.0,530,FLINT,VODKA,LIMMARED,SWEDEN,ÅHUS,SWEDEN,2607.50672,1069.077755,1069.0777552,57.5373883,13.3565985,55.9235165,14.2955222,505016,GLAS AVO 750 MAIA,ABSOLUT VODKA,188.36758040632952,0.15,73675.46,73.68,1602.0,Very High
73,Imperial Blue,0.527,483491.25,18.0,150,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,735.9624,387.606864,387.8521848,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC07,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,18374.73,18.37,5136.66,Very High
74,Imperial Blue,0.296,483491.25,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,711.08232,210.4803667,210.48036672,17.360589,78.4740613,17.360589,78.4740613,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
75,Royal Stag,100.0,483491.25,18.0,170,FLINT,WHISKY,AURANGABAD,INDIA,Nashik,INDIA,828.38484,0.0,82838.48400000001,24.7536696,84.3746725,20.0112475,73.7902364,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1208.675966836246,0.05,50062.44,50.06,8615.19,Very High
76,Ballantines,0.3,483491.25,70.0,410,AMBER,WHISKY,ALLOA,SCOTLAND,KILMALID,SCOTLAND,1986.1712,595.85136,595.85136,56.1156137,-3.7922423,56.6456489,-5.4313062,0B390066,BOT 70 NR RO AMB GLS LV,BALLANTINE'S FINEST CASED,116.85623911560447,0.15,34814.47,34.81,1073.48,Very High
77,Royal Stag,0.527,483491.25,18.0,170,FLINT,WHISKY,SURAT,INDIA,Nashik,INDIA,823.1808,433.541888,433.8162816,21.2094892,72.8317058,20.0112475,73.7902364,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,166.44629632295297,0.15,20552.31,20.55,8615.19,Very High
78,Kahlua,0.22,483491.25,100.0,489,AMBER,LIQUOR,"BURLINGTON, WI",USA,FORT SMITH,USA,2345.35158,515.9773476,515.9773476,42.69332,-88.26525080386565,35.3083112,-94.32888672060204,BTL1506302,BT 04B2-8 KAH 1000 NNPB 23,KAHLUA_STD,973.4756453114994,0.15,342471.4,342.47,645.13,Very High
79,Ricard,0.79,483491.25,100.0,610,DEAD LEAF,ANISEED,LABEGUDE,FRANCE,VENDEVILLE,FRANCE,2875.17888,2271.391315,2271.3913152,44.6497262,4.3673255,50.5755689,3.077508,320000,BOUT RICARD FP 100CL,RICARD ORIGINAL,665.9504020486743,0.15,287208.98,287.21,591.03,Very High
80,Imperial Blue,0.527,483491.25,18.0,145,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,678.79488,357.4986368,357.72490176,21.2094892,72.8317058,20.0112475,73.7902364,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,166.44629632295297,0.15,16947.43,16.95,5136.66,Very High
